source,year,abstract,label
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2016,"BUMDes Al-amin adalah badan usaha yang bergerak di bidang penyimpanan dan peminjaman uang yang berfungsi untuk membantu kebutuhan keuangan masyarakat pedesaan, oleh karena itu para peneliti merancang sistem pinjaman dan informasi yang menghemat untuk memfasilitasi kinerja administrator, pemimpin BUMS, dan anggota BUMES, pada tahap ini studi ini, peneliti menggunakan metode penelitian ini menggunakan siklus hidup pengembangan sistem (SDLC), menggunakan analisis PIECES, dengan pemrograman berbasis web.",ai
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2014,"(2) Kantor desa Tasik Raya adalah salah satu kantor dinas pemerintahan yang bergerak di bidang Kepala Pemerintahan Desa, yang memiliki kegiatan pendataan penduduk desa sebagai elemen penting dalam mendukung kegiatan pemerintahan desa sehari-hari, dengan tujuan untuk mengelola semua data pokok perkembangan penduduk serta hal-hal yang mempengaruhi perkembangan kependudukan, diperlukan sistem informasi pengolahan data kependudukan yang terstruktur dan mudah sehingga memudahkan pegawai dalam kegiatan pencacahan ini untuk mengontrol data penduduk dan menyediakan laporan kependudukan yang tepat dan akurat. Sistem ini dapat berfungsi sesuai dengan kegiatan utama dalam kegiatan administrasi kependudukan. untuk mendukung kegiatan pemerintah desa tasik raya, Pendata penduduk, Sistem Informasi Penduduk, Data Penduduk, Layanan Desa, Masyarakat. - Kantor Desa Tasik - Kantor, Penduduk. - Kegiatan Pemerintahan Desa - Kegiatan Pemerintah desa.",ai
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2014,"Semakin canggihnya teknologi informasi saat ini, mendorong munculnya perangkat teknologi informasi, hal ini seringkali dikaitkan dengan munculnya laptop dengan berbagai merek dan kualitas serta variasi harga yang semakin kompetitif baik produksi dalam negeri maupun produksi luar negeri, yang seringkali mengakibatkan ketidaksesuaian antara harga barang, fitur dan fasilitas yang ada. ( 1 ) Kata Kunci : Sistem Pendukung Keputusan Memilih Komputer, Sistem Pengambil Keputusan , Metode AHP, yang dapat mempercepat dan mempermudah calon pembeli dalam mengambil keputusan untuk melakukan pemilihan komputer (laptop) sesuai dengan kebutuhan mereka.",ai
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2013,"( 1 ) Tujuan dari penelitian ini adalah untuk membangun sistem informasi administrasi pasien di Rumah Sakit Bangkinang. Kebutuhan sistem yang dikumpulkan dari berbagai sumber analisis dan rancangan yang sesuai dengan hasil analisis telah menghasilkan sebuah program aplikasi yang dapat membantu petugas dalam memberikan pelayanan kepada pasien. Dari kendala yang ada, cukup menjadi alasan bagi rumah sakit untuk memiliki sistem yang terkomputerisasi untuk memudahkan dan memenuhi kebutuhan administrasi pasien, baik rawat jalan, rawat inap, dan rawat jalan. untuk membantu petugas memberikan layanan kepada pasien, dan untuk memenuhi tujuan yang diinginkan. Untuk tujuan yang diperlukan untuk mencapai tujuan yang diusulkan untuk tujuan yang akan digunakan untuk mengelola data pasien yang sesuai untuk melayani pasien yang bersangkutan untuk pasien yang berkaitan dengan tujuan yang terkait dengan tujuan tersebut untuk tujuan untuk tujuan dari aplikasi yang telah dibuat untuk mengembangkan aplikasi yang relevansi untuk tujuan. , untuk membuat aplikasi yang dihasilkan untuk tujuan ini untuk tujuan tersebut. - aplikasi yang diperlukan oleh aplikasi.",ai
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2013,"Di Desa Pulau Kecil, proses penelusuran penyakit kacang panjang ini menggunakan penalaran maju, aturan-aturan diuji satu per satu dalam urutan tertentu, saat setiap aturan diuji, sistem pakar akan mengevaluasi apakah kondisinya benar atau salah, jika kondisinya sesuai, maka aturan tersebut disimpan, kemudian aturan berikutnya diujiKata kunci : Sistem Pakar, Kacang Panjang (vigna sesquipedalis), Forward Chaining (MFA), forward chaining, dll.",ai
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2017,"Semakin meningkatnya teknologi informasi saat ini sering dikaitkan dengan manfaat dalam berbagai aspek kehidupan, salah satunya yaitu dalam hal administrasi, surat persetujuan berlayar, kelancaran keluar masuk kapal, dan pembongkaran barang dipelabuhan, oleh karena itu penelitian ini bertujuan untuk mengembangkan sistem informasi untuk mendukung kebutuhan informasi pengolahan data surat perjanjian berlayar, sehingga pencatatan data surat permohonan berlayar dapat diganti menggunakan database. Metode yang digunakan adalah SDLC ( System Development Life Cycle ), yang dihasilkan dari metode ini adalah menghemat waktu dalam pencarian data surat izin berlayar.",ai
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2017,"Semakin meningkatnya teknologi informasi saat ini sering dikaitkan dengan pentingnya pendidikan bagi masyarakat yang ingin melanjutkan pendidikan setelah lulus dari sekolah menengah pertama, berbagai kegiatan telah dilakukan mulai dari pemasangan pamflet dan Baleho, serta kegiatan PMB dan HUMAS, sehingga masyarakat dapat memahami dan memahami apa saja keunggulan dan kualitas dan kuantitas dari UNISI tersebut, sehingga tidak ada lagi keraguan dan masyarakat dapat mengambil kesempatan untuk melanjutkan pendidikan ke perguruan tinggi. dan mereka dapat memiliki kesempatan untuk pergi ke Perguruan Tinggi. - Universitas Islam Indagiri Hilir sekarang memiliki universitas yang dapat dijadikan tempat untuk melanjutkan ke Perguruan tinggi ( ) (T ), dan Kualitas dan Kualitas , dan kualitas, dan lebih lanjut, dan melanjutkan ke universitas ini, dan mengembangkan sistem ini, dll , dll, dll. , , untuk tujuan, dan , bahwa , dalam hal- , yang relevansi, dan kuantitas. , sebagai: , oleh , tetapi, dll).",ai
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2015,"Untuk mendiagnosa penyakit gigi dengan menggunakan metode Case Based Reasoning (CBR) adalah salah satu metode untuk membangun sistem pakar dengan pengambilan keputusan dari kasus baru (target case) yang berisi gejala penyakit yang akan didiagnostik, kemudian kasus yang berhasil direvisi akan disimpan untuk menjadi pengetahuan baru yang akan menjadi solusi untuk kasus baru. Metode similaritas yang digunakan adalah Nearest Neighbourhood (K-NN) yang telah disimpan di dalam basis data (case-based) sistem, yang merupakan solusi kasus baru, yang telah menjadi solusi kasus yang lebih lanjut kasus yang sama. - NNNN , dan sebagai kasus yang relevansimilarity , yang sesuai kasus yang telah dilakukan oleh pakar.",ai
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2015,"PIECES, Perancangan Sistem Informasi Pertokoan, dengan komputer sebagai motor penggeraknya, telah mengubah segalanya. Pemrosesan informasi berbasis komputer, yang menghasilkan laporan secara rinci dan memudahkan pemilik toko dalam mengambil keputusan dan kerugian. Penyimpanan faktur pembelian dan penjualan masih dalam bentuk arsip, sehingga sulit untuk memahami sistem informasi yang sedang berjalan, sehingga dapat memberikan solusi yang tepat terhadap kekurangan dan kelemahan dari sistem yang sedang berlangsung, dan juga keamanannya lebih terjamin. - Sistem Informasi yang akan menjadi perusahaan. ` , tentang ; pada data yang diperlukan. 1 - : ini 4.",ai
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2016,"(LPSI) adalah salah satu lembaga yang ada di Universitas Islam (UNISI) Tembakan, dimana pada lembaga ini bertugas untuk membina urusan agama, Sistem Informasi E-SBQ merupakan sistem berbasis web yang sangat membantu dalam penyimpanan data baik itu data mahasiswa, nilai dan lain-lain, berdasarkan pengujian beberapa pengguna di limgungan LPSI bahwa sistem sangat memberi kemudahan dalam pengelolaan data LPSI dan layak untuk implementasi. Kata Kunci : informasi, e-sbq, php. (Teks dengan relevansi EEA), dll.",ai
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2013,"( 1 ) Perencanaan pada perencanaan ini berisi rencana sistem yang akan dibangun, termasuk bagaimana data dapat diperoleh secara valid, selanjutnya tahap kedua adalah analisa menggunakan analisa SWOT, kemudian tahap ketiga adalah desain input dan output yang berisi tool-tool yang digunakan dalam perencanaan ini, yaitu : Contex Diagram, Data Flow Diagram , Entitas Relational Diagram dan desain input/output. - Sistem informasi, PNPM Mandiri, Waterfall.",ai
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2014,"Di bawah perkembangan yang kompetitif dan mengaglobalisasi, setiap lembaga, termasuk lembaga pendidikan seperti Universitas Islam (UNISI), membutuhkan personel, terutama tenaga dosen yang berprestasi, dalam aplikasi yang dirancang menggunakan VB 6. 0 dan DBMS My sql, sehingga menghasilkan hasil dari keputusan tersebut. Kata Kunci: Dosen, AHP, Topsis, pada penelitian tugas akhir tersebut tentang Sistem Pendukung Keputusan Evaluasi Kinerja Dosen. , dan pada alternatifnya adalah dosen tetap Sistem Informasi UNISI Tembilahan.",ai
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2013,"waterfall adalah sistem informasi yang memungkinkan pelanggan percetakan Ade Printing untuk mencetak produk percetakan secara online, sehingga dapat memberikan kemudahan bagi pelanggan yang memiliki aktivitas yang padat atau berada jauh dari percetakan, tentu saja hal tersebut diharapkan secara tidak langsung dapat menghemat biaya pelanggan. Kata Kunci : Sistem Informasi, Pencetakan, Berbasis Web, Waterfall, PHP. dan Metode Pengumpulan Datanya : wawancara, observasi dan Kuesioner. - Sistem informasi pencetakan berbasis web ini dibuat dengan menggunakan bahasa pemrograman PHPS dan MySQL.",ai
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2015,"Untuk membangun infrastruktur dan fasilitas umum dan infrastruktur pemerintahan di wilayah Pemerintah Daerah Kabupaten Inhil, proses pemilihan kontraktor metode prakualifikasi harus didasarkan pada kriteria profil perusahaan, sedangkan kriteria untuk metode pascakualifikasi adalah kriteria persyaratan administrasi, sumber daya manusia (SDM), dan harga penawaran Hasil akhir dari proses SPK menggunakan metode AHP ini adalah peringkat dari beberapa alternatif perusahaan yang ditetapkan dan yang paling banyak memiliki bobot global yang menjadi rekomendasi untuk memilih calon pemenang tender proyek. , yang merupakan rekomendasi untuk pemilihan calon pemenang.",ai
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2016,"Untuk mengatasi masalah ini, para peternak dan masyarakat sering kali dihadapkan pada berbagai serangan penyakit yang menyerang ayam, dengan menerapkan salah satu metode yang dapat mengadopsi pengetahuan pakar ke dalam komputer, sehingga komputer dapat menyelesaikan masalah seperti seorang pakar, salah satu faktor rendahnya perkembangan dan produktifitas ayam adalah kurangnya pengetahuan dan informasi yang dimiliki oleh para peternak atau masyarakat mengenai penyakit ayam dan cara untuk mengatasinya. , hal ini dapat menyebabkan kerugian pada ayam itu sendiri. 1, hal-hal berikut: Sistem Pakar, penyakit, ayam ( 1 ) ( 2).",ai
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2017,"(GIS) adalah sistem informasi berbasis komputer yang dirancang untuk bekerja dengan menggunakan data yang memiliki informasi spasial (berreferensi keruangan), sistem ini mengcapture, memeriksa, mengintegrasikan, memanipulasi, menganalisa, dan menampilkan data yang secara spasial mereferensikan ke kondisi bumi. sektor perkebunan merupakan salah satu tulang punggung perekonomian Kabupaten Inhil karena dapat diakses melalui jaringan internet. 1 di seluruh wilayah Kabupaten.",ai
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2015,"Ini adalah salah satu bentuk organisasi yang di dalamnya terdapat proses belajar mengajar dan proses pengolahan data siswa, yang tidak dapat dimonitor secara keseluruhan tanpa adanya pengorganisasian yang tepat. Tujuan dari penelitian ini adalah untuk membangun sistem informasi siswa yang diharapkan dapat digunakan dalam pengelolaan sistem yang ada di SMA N 1 Tembilahan Hulu. Kata Kunci: Siswa, Sistem Informasi, SDLC dan SMAN 1 Tembakan Hulu. 1, dengan tujuan untuk mencapai hasil yang terbaik dari kemajuan teknologi yang dimiliki oleh sekolah tersebut. pembelajaran pada siswa - , dengan struktur. , dengan cara yang tepat , Dengan demikian.",ai
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2016,"Untuk itu, Pemerintah melalui PT. PLN (Perusahaan Listrik Negara) telah mengalami berbagai kesulitan dalam pengurusan instalasi listrik bersubsidi, khususnya bagi masyarakat kurang mampu, hanya saja mereka menginginkan harga yang lebih murah untuk instalasi dan mudah untuk menaikkan daya listrik sesuai dengan kebutuhannya. Penelitian ini dilakukan dengan membuat Sistem Pendukung Keputusan dengan metode AHP yang digunakan untuk memudahkan pihak CV. Yuwan Marola memberikan pertimbangan untuk menerima atau menolak pelanggan yang meminta instalasi listrik subsidi. , yang akan digunakan untuk tujuan tersebut. ---- -- - -- --.",ai
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2013,", Sistem Pakar adalah sistem yang berusaha untuk mengadopsi pengetahuan manusia ke komputer yang dirancang untuk memodelkan kemampuan untuk menyelesaikan masalah seperti yang dapat dipahami oleh orang biasa, atau hanya sekedar mencari informasi berkualitas yang sebenarnya hanya dapat diperoleh dengan bantuan para ahli di bidangnya, dan komputer dapat menyimpan pengetahuan dan keahlian pada pakar, meningkatkan produktivitas, output, dan kualitas pertanian di Kabupaten Inhil. Dengan adanya sistem Pakar Identifikasi penyakit pada tanaman kecipir, dengan menggunakan aplikasi sistem pakar, sehingga dapat membantu petani dalam mengatasi hama dan penyakit dengan menggunakan sistem pakar. - , dengan demikian, Dengan demikian, sebagai berikut ( ) (a) , () ` ` untuk tujuan dari , untuk melakukan konsultasi , dll , setelah berkonsultasi , dan , untuk , dalam proses yang diperlukan , sebagai ahli, dan keahlian mereka, dan keterampilan yang relevansi , yang diperlukan, , khususnya,.",ai
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2014,"SIS ini dikembangkan dengan model waterfall, dan dikembangkan dengan menggunakan bahasa pemrograman Visual basic 6. 0 dan PH MyAdmin sebagai tools untuk membantu mengelola basis data MySql, dengan tujuan untuk memberikan kemudahan pada saat proses pengolahan data siswa, pengolahan data guru, pengolahan nilai siswa, dan pembuatan laporan akademik. Hasil dari penelitian ini adalah bahwa sistem informasi akademik yang ada di sekolah tersebut belum terkelola dengan baik, sehingga sulit untuk melaksanakan aktifitas akademik di sekolah itu sendiri. - Sistem Informasi Akademik ini dibuat untuk memfasilitasi kegiatan akademik di dalamnya, sehingga keamanan data siswa lebih terjamin. (1) ( 1 ) , ( 2 ) yang telah dikembangkan (2) s n ` database siswa e.",ai
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2013,"( 1 ) Metode penelitian yang digunakan dalam penelitian ini adalah metode analisis studi literatur, pencarian fakta berupa wawancara dan penelusuran dokumentasi dan melakukan pengamatan pada sistem yang sedang berjalan, sedangkan metode perancangan yang digunakan meliputi desain basis data (Entity Relationship Diagram) dan DFD (Data Flow Diagram ). Hasil akhir dari studi ini adalah merancang sistem informasi geografis untuk memantau penyebaran titik api yang ada di kabupaten indragiri hilir, sehingga sulit untuk memadamkan kebakaran hutan dan lahan yang terjadi di Kabupaten Indragiri hilir. - Sistem Informasi Geografis - Data FDa ) - Penelitian ini , , dan , yang , dll , DDFDa, dll) , dengan , untuk , dimana. , RDP (R) ) (d) DF (DFDDD), DF-DD DDF DF, dan DFlow diagram.",ai
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2014,"SISTEM INFORMASI IZIN USAHA ini masih manual yaitu dengan mencatat data pemohon dan data izin di buku besar, sehingga sering terjadi kesalahan dalam pencatatan dan pencarian data Pemohon dan Data Izin yang ingin melakukan perpanjangan dan pembaruan data izin usaha, serta menggunakan bahasa pemrograman Visual basic 6. dan data izin yang ingin memperpanjang dan memperbarui data izin.",ai
Sistemasi (Sistem Informasi) UNISI (IndoT5 Parafrase),2013,"( 1 ) Tujuan Penelitian Untuk mencatat dan membuat bukti pembayaran siswa, jika siswa tidak membawa atau kehilanagan kartu pembayaran pada saat melakukan pembayaran iuran orang tua siswa, sedangkan manfaat penelitian adalah untuk menganalisis dan mengembangkan sistem informasi keuangan sekolah yang dapat meningkatkan efisiensi dan produktivitas kerja serta mengatasi masalah yang ada di dalam sistem Informasi Keuangan Sekolah pada MTS. PPTH Tembilahan, sedangkan metode yang digunakan dalam desain adalah diagram konteks, DFD, ERD, flowchart dan tampilan antarmuka yang diajukan. , yang akan digunakan dalam penelitian.",ai
